site_no,station_name,lat,lon,land_surface_alt_ft,land_surface_alt_datum,well_depth_ft,hole_depth_ft,aquifer_code,aquifer,national_aquifer_code,aquifer_type_code,datum,construction_date,huc,distance_from_AOI_center_km,inside_AOI,n_level_obs,period_of_record
255024080185801,G  -3232,25.8403748,-80.3158846,6.00,NGVD29,35,35,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19781128,03090202,13.801,N,0,
254213080175002,G  -1016A,25.7039907,-80.2969958,12.83,NGVD29,32,,,,,,NAD83,19720101,03090202,13.809,N,6,1976-10-04/1977-05-02
255013080190701,G  -3056,25.8373194,-80.3183846,6,NAVD88,10,,,,,,NAD83,19730101,03090202,13.879,N,0,
255013080190705,F  - 491,25.8373194,-80.3183846,4.66,NGVD29,51,,,,,,NAD83,,03090202,13.879,N,0,
254125080170801,G  -3159,25.6906578,-80.2853289,10.00,NGVD29,120,,,,,,NAD83,,03090202,14.018,N,0,
255437080103201,G  - 852,25.9107222,-80.1751667,6.5,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,14.087,N,0,
254107080165201,G  - 896,25.6860833,-80.2806667,6.3,NGVD29,74,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,14.106,N,0,
254118080171201,G  -1532,25.6887134,-80.2864401,5,NAVD88,33,,,,,,NAD83,19710101,03090206,14.254,N,0,
254134080173402,G  -1014A,25.6931577,-80.2925513,7.00,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,14.308,N,0,
254108080170301,G  - 425A,25.6859357,-80.28394,4.88,NGVD29,80,,,,,,NAD83,19580101,03090202,14.326,N,0,
254108080170302,G  -1002B,25.6859357,-80.28394,6,NAVD88,10.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,14.326,N,0,
254125080173001,G  -1013,25.6906578,-80.2914402,4,NAVD88,14,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,14.431,N,0,
255453080110801,G -3978,25.9147444,-80.1855556,5.17,NGVD29,270,271,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20160203,03090202,14.444,N,0,
254108080170601,G  -3608,25.6844167,-80.2846111,11.0,NGVD29,100,100,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950819,03090202,14.499,N,0,
254950080195001,G  -3050,25.8309308,-80.3303294,5.10,NGVD29,11,,,,,,NAD83,19730101,03090202,14.712,N,0,
254950080195002,G  -3051,25.8309308,-80.3303294,5.10,NGVD29,21,,,,,,NAD83,19730101,03090202,14.712,N,0,
254950080195003,G  -3052,25.8309308,-80.3303294,5.10,NGVD29,31,,,,,,NAD83,19730101,03090202,14.712,N,0,
254950080195004,G  -3053,25.8309308,-80.3303294,5.10,NGVD29,41,,,,,,NAD83,19730101,03090202,14.712,N,0,
254950080195005,G  -3054,25.8309308,-80.3303294,5.10,NGVD29,61,,,,,,NAD83,19730101,03090202,14.712,N,0,
254300080190901,G  -1554,25.7170459,-80.3189407,6.79,NGVD29,35,,,,,,NAD83,,03090202,14.746,N,0,
254047080170301,G  -1005,25.6801026,-80.2839401,4.59,NGVD29,14,,,,,,NAD83,,03090202,14.831,N,0,
254130080180402,G  -1012A,25.6920467,-80.3008849,8.00,NGVD29,32,,,,,,NAD83,19720101,03090202,14.99,N,0,
254118080175101,G  -1010,25.6887135,-80.2972737,6.85,NGVD29,14,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19590101,03090202,14.992,N,0,
254023080164702,G  -1000A,25.6737139,-80.2781067,17.01,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,15.055,N,0,
254049080172201,G  -1007,25.6806582,-80.289218,9.67,NGVD29,14,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19590101,03090202,15.115,N,0,
254106080174601,G  -1009B,25.6854889,-80.2959417,10.6,NGVD29,100,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,15.159,N,0,
254105080174602,G  -1009A,25.6853803,-80.2958848,10.76,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,15.164,N,0,
255515080103601,G  -3948 D,25.9208056,-80.1767222,11.87,NGVD29,273,279,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,15.183,N,0,
255515080103602,G  -3948 S,25.9208056,-80.1767222,11.87,NGVD29,121.5,279,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,15.183,N,0,
254950080201205,G  -3049,25.8309308,-80.3364407,5.14,NGVD29,61,,,,,,NAD83,19730101,03090202,15.287,N,0,
254208080190301,G  -1552,25.702602,-80.3172741,5.71,NGVD29,62,,,,,,NAD83,19710101,03090202,15.496,N,0,
254049080174502,G  -1008A,25.6803804,-80.2953293,10.68,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,15.538,N,0,
254018080170002,G  -1001A,25.6720473,-80.2839402,7.52,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,15.545,N,0,
254950080202505,G  -3044,25.8309308,-80.3400519,12.54,NGVD29,61,,,,,,NAD83,19730101,03090202,15.629,N,0,
254332080200803,G  -  39B,25.7259346,-80.33533,7,NAVD88,30,,,,,,NAD83,,03090206,15.74,N,0,
254009080170302,G  -1002A,25.6695474,-80.2839402,4.73,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,15.771,N,0,
254414080203201,G  -1605,25.7376008,-80.3419968,8.60,NGVD29,9.5,,,,,,NAD83,19710101,03090202,15.872,N,0,
254230080193002,G  -1080A,25.7057833,-80.325,11,NAVD88,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090206,15.928,N,0,
254004080171102,G  -1003A,25.6681586,-80.2861625,10.08,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,16.026,N,0,
253958080170302,G  -1004A,25.666492,-80.2839402,7.94,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,16.048,N,0,
254228080194301,F  - 472,25.7081574,-80.3283855,13,NAVD88,50.4,,,,,,NAD83,,03090206,16.07,N,0,
254005080171601,G  -3609,25.6682222,-80.2878056,14.8,NGVD29,85,85,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950918,03090202,16.117,N,0,
254229080194601,G  -1079,25.7084351,-80.3292188,11.52,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,16.124,N,0,
254251080200401,G  -1070,25.7145461,-80.3342189,10,NAVD88,20,,,,,,NAD83,,03090206,16.212,N,0,
255526080143001,S  -  18,25.9246389,-80.2417222,9.1,NGVD29,52,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19390101,03090202,16.29,N,0,
254103080184102,G  -1011A,25.684547,-80.311163,13.01,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,16.311,N,0,
254340080203601,G  -3563,25.7282778,-80.3435556,8.80,NGVD29,18.1,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,16.39,N,0,
254233080200001,G  -1072,25.7095462,-80.3331078,13.45,NGVD29,20,,,,,,NAD83,,03090202,16.392,N,0,
254228080195602,G  -1076A,25.7076833,-80.33245,8.67,NGVD29,32,,,,,,NAD83,19720101,03090202,16.443,N,0,
254208080194902,G  -1077A,25.702602,-80.3300522,9.08,NGVD29,32,,,,,,NAD83,19720101,03090202,16.545,N,0,
254233080200701,G  -3416,25.7095462,-80.3350523,11.81,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.56,N,0,
254233080200702,G  -3417,25.7095462,-80.3350523,12.03,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.56,N,0,
254215080195402,G  -1078A,25.7042833,-80.3316,8.20,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,16.573,N,0,
254232080200701,G  -3418,25.7092685,-80.3350523,12.18,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.576,N,0,
254232080200702,G  -3419,25.7092685,-80.3350523,12.23,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.576,N,0,
254232080200703,G  -3420,25.7092685,-80.3350523,12.21,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.576,N,0,
254233080200802,G  -1071A,25.7095462,-80.3353301,12.52,NGVD29,32,,,,,,NAD83,19720101,03090202,16.584,N,0,
254231080200701,G  -3421,25.7089907,-80.3350523,12.40,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.592,N,0,
254231080200702,G  -3422,25.7089907,-80.3350523,12.69,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.592,N,0,
254231080200703,G  -3423,25.7089907,-80.3350523,12.93,NGVD29,14,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.592,N,0,
254232080200801,G  -3424,25.7092685,-80.3353301,12.48,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.6,N,0,
254232080200802,G  -3425,25.7092685,-80.3353301,12.22,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.6,N,0,
254225080201501,G  - 628,25.7091667,-80.3352778,11.95,NGVD29,60.5,,,,,,NAD83,,03090202,16.601,N,0,
254215080200801,G  -1075A,25.7058833,-80.33335,8,NAVD88,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,16.625,N,0,
254215080200802,G  -1075,25.7059352,-80.3333856,9.87,NGVD29,32,,,,,,NAD83,19720101,03090202,16.625,N,0,
254226080200702,G  -3431,25.7076019,-80.3350523,15.96,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.671,N,0,
254232080201101,G  -3426,25.7092685,-80.3361635,11.55,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.672,N,0,
254227080200801,G  -1067,25.7078796,-80.3353301,12,NAVD88,12.7,,,,,,NAD83,,03090206,16.679,N,0,
254232080201201,G  -3427,25.7092685,-80.3364412,12.26,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.696,N,0,
254223080200702,G  -3432,25.7067686,-80.3350523,15.77,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.719,N,0,
254232080201301,G  -3428,25.7092685,-80.336719,10.73,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.72,N,0,
254002080174701,"G  -5014D Miami-Dade County, FL",25.667225,-80.296389,5.6,NAVD88,126.0,146.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,,16.727,N,0,
254002080174702,"G  -5014S Miami-Dade County, FL",25.667225,-80.296389,5.6,NAVD88,108.0,146.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061500,16.727,N,0,
254230080201201,G  -3430,25.7087129,-80.3364413,11.14,NGVD29,15,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,16.727,N,0,
254207080200303,G  - 595B,25.7023243,-80.3339412,9.75,NGVD29,19.60,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19690606,03090202,16.888,N,0,
255600080092401,G  -1047,25.9337043,-80.1564349,9.82,NGVD29,14.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19600101,03090202,16.924,N,0,
254215080201503,G  -1074B,25.7049444,-80.3365833,11.13,NGVD29,39,45,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,16.956,N,0,
253948080174201,G  -3996,25.6634528,-80.2948667,13.11,NGVD29,130.17,142,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,16.965,N,0,
254215080201402,G  -3433,25.7045464,-80.3369968,10.45,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,17.014,N,0,
254657080214401,G  -3568,25.7825278,-80.3624167,7.8,NGVD29,16.8,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,17.015,N,0,
254215080201502,G  -1074A,25.7045464,-80.3372746,10.18,NGVD29,32,,,,,,NAD83,19720101,03090202,17.038,N,0,
254220080201902,G  - 884A,25.7059353,-80.3383858,8.71,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,17.052,N,0,
254020080183101,G  -1604A,25.672603,-80.3083852,7.77,NGVD29,91.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,17.057,N,0,
254157080200302,G  -1367,25.6995466,-80.3339412,8,NAVD88,41.6,,,,,,NAD83,19690101,03090202,17.058,N,0,
254213080201502,G  -3434,25.7039909,-80.3372746,9.75,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19821201,03090202,17.07,N,0,
254000080181002,G  - 580A,25.6670944,-80.3025639,9.5,NGVD29,22,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19600101,03090202,17.13,N,0,
254000080181001,G  - 580,25.6670476,-80.3025518,9.20,NGVD29,99.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19490607,03090202,17.133,N,0,
254948080212301,G  -3030,25.8303753,-80.3561634,5.45,NGVD29,11,,,,,,NAD83,,03090202,17.143,N,0,
254948080212303,G  -3032,25.8303753,-80.3561634,5.45,NGVD29,31,,,,,,NAD83,19730101,03090202,17.143,N,0,
254948080212304,G  -3033,25.8303753,-80.3561634,5.45,NGVD29,41,,,,,,NAD83,19730101,03090202,17.143,N,0,
254948080212305,G  -3034,25.8303753,-80.3561634,5.45,NGVD29,61,,,,,,NAD83,19730101,03090202,17.143,N,0,
255610080092301,G  -1049,25.936482,-80.1561572,7.27,NGVD29,17.5,,,,,,NAD83,19600101,03090202,17.232,N,0,
254357080212002,F  - 469A,25.7328788,-80.3553305,7,NAVD88,48,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,17.306,N,0,
254141080200301,G  -1366,25.6951023,-80.3339413,8,NAVD88,31,,,,,,NAD83,19690101,03090202,17.339,N,0,
254200080201801,G  - 881,25.7003799,-80.338108,9.01,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,17.356,N,0,
254205080202301,G  -1598,25.7017694,-80.3394694,5.24,NGVD29,93,,,,,,NAD83,19710101,03090202,17.388,N,0,
254153080201801,G  - 880,25.6984355,-80.338108,8.67,NGVD29,20,,,,,,NAD83,,03090202,17.474,N,0,
254733080220204,G  -3398A,25.7928767,-80.3669972,5,NAVD88,10,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,17.493,N,0,
254132080200301,G  -1553,25.6926024,-80.3339413,11.60,NGVD29,150,,,,,,NAD83,,03090202,17.5,N,0,
253958080183001,G  -3157,25.6664921,-80.3081075,8.00,NGVD29,110,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,17.543,N,0,
254129080200301,G  -1365,25.6917691,-80.3339413,4,NAVD88,32,,,,,,NAD83,19690101,03090202,17.555,N,0,
255625080094901,G  -3705,25.9406667,-80.1632,9.1,NGVD29,135,137,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,17.556,N,0,
253924080174601,G  -3887A,25.6568611,-80.2963333,10.45,NGVD29,130,139,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090721,03090202,17.641,N,0,
253924080174602,G  -3887B,25.6568611,-80.2963333,10.45,NGVD29,74,139,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090721,03090202,17.641,N,0,
255626080093201,G  -3600,25.9409263,-80.1586572,9.2,NGVD29,200,200,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950818,03090202,17.666,N,0,
254019080190201,G  -1604,25.6723252,-80.3169965,9.34,NGVD29,62,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,17.678,N,0,
254209080204101,G  - 878,25.7028798,-80.344497,7.98,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,17.752,N,0,
255639080100401,G -5007D,25.944067,-80.167672,12.0,NAVD88,289.5,347.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20191119,03090202,17.861,N,0,
255639080100402,G -5007S,25.9440667,-80.1676722,12,NAVD88,289.5,347,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20191119,03090202,17.861,N,0,
254155080204001,G  -1599,25.6989911,-80.3442193,9.68,NGVD29,92,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19710101,03090202,17.955,N,0,
254230080210302,G  - 877A,25.708713,-80.3506083,7.81,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,17.964,N,0,
255637080093801,G  -1055,25.9439817,-80.1603239,8.06,NGVD29,17.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19600101,03090202,17.969,N,0,
254253080211701,G  -1555,25.7151017,-80.3544972,7.99,NGVD29,35,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,17.99,N,0,
254725080222501,G  -3397A,25.7906546,-80.3733863,3,NAVD88,10,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,18.121,N,0,
254725080222502,G  -3397B,25.7906546,-80.3733863,3,NAVD88,15,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,18.121,N,0,
255641080092501,G  -1358,25.9450928,-80.1567127,10.00,NGVD29,87,,,,,,NAD83,19680101,03090202,18.158,N,0,
254139080204301,G  -1599A,25.6945468,-80.3450527,9.70,NGVD29,60,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,18.293,N,0,
254057080201001,G  -1564,25.6828805,-80.3358858,12.90,NGVD29,35,,,,,,NAD83,,03090202,18.309,N,0,
254948080221301,G  -3025,25.8303753,-80.3700527,6.00,NGVD29,5.6,,,,,,NAD83,19730101,03090202,18.476,N,0,
254948080221302,G  -3026,25.8303753,-80.3700527,5.60,NGVD29,61,,,,,,NAD83,19730101,03090202,18.476,N,0,
254948080221303,G  -3027,25.8303753,-80.3700527,5.61,NGVD29,11,,,,,,NAD83,19730101,03090202,18.476,N,0,
254948080221304,G  -3028,25.8303753,-80.3700527,5.61,NGVD29,31,,,,,,NAD83,19730101,03090202,18.476,N,0,
254948080221305,G  -3029,25.8303753,-80.3700527,5.61,NGVD29,41,,,,,,NAD83,19730101,03090202,18.476,N,0,
253844080174401,G  -1533,25.6459372,-80.2953295,9,NAVD88,32.5,,,,,,NAD83,19710101,03090206,18.58,N,0,
255344080195600,G  -1166R,25.89575,-80.332111,7.5,NGVD29,18.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,18.624,N,0,
255209080212801,G  - 973,25.8696389,-80.3554444,6.9,NGVD29,15,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,18.829,N,0,
254134080210301,I  -   1,25.693158,-80.3506084,10.00,NGVD29,2947,,,,,,NAD83,19690101,03090202,18.844,N,0,
253853080181501,G  -1534,25.6484371,-80.3039408,6,NAVD88,34,,,,,,NAD83,19710101,03090206,18.847,N,0,
253917080184901,F  - 466,25.6551036,-80.3133855,9,NAVD88,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,18.849,N,0,
255030080221401,G  -3264AR,25.8420556,-80.3705278,7.7,NGVD29,30,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20060712,03090202,18.916,N,0,
255027080221601,G  -3264,25.8412083,-80.370886,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830518,03090206,18.919,N,0,
255027080221602,G  -3264A,25.8412083,-80.370886,5.03,NGVD29,50,52,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830518,03090202,18.919,N,0,
254158080212201,G  -3882,25.6995694,-80.3561944,7.56,NGVD29,90.40,91,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100219,03090202,18.949,N,0,
254158080212202,G  -3916,25.6995694,-80.3562222,7.83,NGVD29,77.3,78,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,18.951,N,0,
254158080212203,G  -3917,25.6995694,-80.35625,7.54,NGVD29,43.9,45,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,18.954,N,0,
254158080212204,G  -3918,25.6995694,-80.3562778,5.94,NAVD88,18.3,19,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,18.956,N,0,
254157080212501,G  -3288,25.6995467,-80.3567196,5,NAVD88,22,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,18.996,N,0,
254157080212502,G  -3288A,25.6995467,-80.3567196,5,NAVD88,21,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,18.996,N,0,
254127080210502,G  -1599B,25.6912136,-80.351164,6.11,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,19.008,N,0,
254218080214101,G  -3924,25.7048889,-80.3613333,7.70,NGVD29,60.24,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.113,N,0,
254218080214102,G  -3925,25.7048889,-80.3613361,7.70,NGVD29,30.,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.113,N,0,
253831080180204,G  -3313C,25.6430833,-80.3013333,12.4,NGVD29,110,110,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19831011,03090202,19.181,N,0,
253831080180201,G  -3313,25.6423262,-80.3003297,12,NAVD88,9,230,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19831007,03090206,19.193,N,0,
253831080180206,G  -3313E,25.6428889,-80.3013056,12.7,NGVD29,114,114,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19840925,03090202,19.197,N,0,
254155080213501,S  -3011,25.6983667,-80.3583028,8.2,NGVD29,133,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19750614,03090202,19.199,N,0,
254157080213502,G  -3287A,25.6995333,-80.3595833,7.15,NGVD29,60,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.245,N,0,
254157080213501,G  -3287,25.6995333,-80.3596,7.12,NGVD29,23,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.247,N,0,
254155080243501,G  -3881,25.6988611,-80.3597222,7.26,NGVD29,95.2,96.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100303,03090202,19.294,N,0,
254155080243502,G  -3913,25.6988611,-80.35975,7.44,NGVD29,75.1,76,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.297,N,0,
254155080243503,G  -3914,25.6988611,-80.3597778,7.19,NGVD29,60.4,61,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100322,03090202,19.299,N,0,
254155080243504,G  -3915,25.6988611,-80.3598056,7.19,NGVD29,17.8,18.5,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.302,N,0,
254157080214003,S  -3012,25.6993722,-80.36025,7.90,NGVD29,132,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19750614,03090202,19.312,N,0,
254157080213901,G  -3286,25.6995467,-80.3606086,4,NAVD88,21,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.334,N,0,
254157080213902,G  -3286A,25.6995467,-80.3606086,4,NAVD88,60,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.334,N,0,
254157080213802,G  -3921,25.6992222,-80.3606389,8.28,NGVD29,60.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.354,N,0,
254749080230801,G  -3106,25.797321,-80.385331,5,NAVD88,62,62,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19760202,03090206,19.354,N,0,
254157080214001,G  -3073,25.6995467,-80.3608864,4,NAVD88,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,19.358,N,0,
254157080213801,G  -3920,25.6992222,-80.3606944,8.22,NGVD29,30.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.359,N,0,
254157080214002,G  -3074,25.6990972,-80.3606306,5.0,NGVD29,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.36,N,0,
254155080214301,G  -3289,25.6986833,-80.3605,3,NAVD88,60,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.372,N,0,
254155080214302,G  -3290,25.6987,-80.3605167,3,NAVD88,13,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.372,N,0,
254154080213704,G  -3880,25.6985139,-80.3604444,8.13,NGVD29,14.1,107,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.376,N,0,
254154080213701,G  -3912,25.6985139,-80.3604722,8.23,NGVD29,87.7,89,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100211,03090202,19.379,N,0,
254154080213702,G  -3910,25.6985139,-80.3605,8.27,NGVD29,78.2,80,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.381,N,0,
254154080213703,G  -3911,25.6985139,-80.3605278,8.07,NGVD29,62.5,64,,,,U,NAD83,,03090202,19.384,N,0,
254154080214401,G  -3291,25.6985667,-80.3606,3,NAVD88,16,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.387,N,0,
254138080212801,G  -3926,25.6939167,-80.3576389,6.91,NGVD29,60.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.395,N,0,
254138080212802,G  -3927,25.6939167,-80.3576417,6.91,NGVD29,30.13,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.395,N,0,
