site_no,station_name,lat,lon,land_surface_alt_ft,land_surface_alt_datum,well_depth_ft,hole_depth_ft,aquifer_code,aquifer,national_aquifer_code,aquifer_type_code,datum,construction_date,huc,distance_from_AOI_center_km,inside_AOI,n_level_obs,period_of_record
254822080125501,G  -3704,25.8062333,-80.2152,10.4,NGVD29,112,120,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19990519,03090202,3.277,N,327,2000-11-08/2026-04-09
254923080120201,G  -3226,25.8234307,-80.2003256,10,NAVD88,111,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19791029,03090206,4.345,N,6,1995-04-26/1997-05-05
254908080125201,G  -3603,25.8194722,-80.2138333,10.2,NGVD29,169,170,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950914,03090202,4.388,Y,246,1996-10-24/2026-04-09
254903080131301,"G  -5015 Miami-Dade County, FL",25.8175,-80.2203,12.7,NAVD88,154.0,156.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061405,4.561,N,68,2024-04-01/2026-08-11
254943080121501,F  -  45,25.8288389,-80.2041556,9.8,NGVD29,84.9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,5.012,N,1914,1959-12-02/2026-08-11
254629080143101,G  -3605,25.7748333,-80.2417222,13.2,NGVD29,110,110,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950915,03090202,5.057,N,282,1996-10-17/2020-01-23
254957080111101,F  - 229,25.8328747,-80.1861584,8.00,NGVD29,131,,,,,,NAD83,,03090202,5.361,N,6,1976-10-07/1977-05-05
255055080113601,G  - 183,25.8350969,-80.1917142,11.78,NGVD29,350,,,,,,NAD83,,03090202,5.571,N,3,1940-09-10/1940-09-10
255014080120301,F  -  33,25.8375968,-80.2006033,8,NAVD88,56.7,,,,,,NAD83,,03090206,5.904,N,3,1976-05-04/1976-05-04
254629080150401,F  - 129,25.7750992,-80.250883,9,NAVD88,53.1,,,,,,NAD83,,03090206,5.949,N,12,1975-10-06/1977-05-03
255011080124501,G  -3947,25.8364722,-80.2126111,11.71,NGVD29,200,229,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,6.067,N,585,2011-01-18/2026-08-11
254601080150301,G  -3977D,25.7668139,-80.2510972,11.44,NGVD29,143.5,150.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20160106,03090202,6.206,N,141,2016-04-26/2026-07-27
254601080150302,G  -3977S,25.7668139,-80.2510972,11.44,NGVD29,51.5,150.,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20160106,03090202,6.206,N,132,2016-04-26/2026-07-27
254542080145901,G  -3888A,25.7618611,-80.2499444,14.14,NGVD29,143.5,149,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090803,03090202,6.301,N,582,2010-01-07/2026-07-28
254542080145902,G  -3888B,25.7618611,-80.2499444,14.14,NGVD29,141,149,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090803,03090202,6.301,N,552,2011-11-23/2026-07-28
254542080145903,G  -3888C,25.7618611,-80.2499444,14.14,NGVD29,88,149,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090803,03090202,6.301,N,540,2011-11-23/2026-07-28
254722080152201,G  -3604,25.7899167,-80.2562778,5.0,NGVD29,120,120,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950818,03090202,6.409,N,348,1997-04-21/2026-07-27
254922080142701,G  -3959,25.8229167,-80.2409722,9.4,NGVD29,15.0,15.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,2010,03090202,6.428,N,330,2012-01-13/2026-06-04
254612080152201,"G  -5017 Miami-Dade County, FL",25.770169,-80.256319,9.09,NAVD88,135.0,135.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061405,6.6,N,46,2024-11-05/2026-07-27
254628080152901,G  -3228,25.7748214,-80.2578277,8,NAVD88,96.1,98,112BSCNS,Biscayne Sandy Limestone Aquifer,N400BISCYN,U,NAD83,19790810,03090202,6.638,N,3,1979-08-20/1979-08-20
254426080142001,F  - 177,25.7409337,-80.2386606,9,NAVD88,55.5,,,,,,NAD83,,03090202,6.736,N,6,1940-05-17/1940-06-19
254851080151101,G  -1353,25.8145422,-80.2528274,8.00,NGVD29,103,,,,,,NAD83,19680101,03090202,6.875,N,18,1976-03-12/1976-06-01
254406080140501,F  - 213,25.7353783,-80.2344938,14,NAVD88,69.1,,,,,,NAD83,,03090202,6.938,N,6,1940-05-15/1940-06-21
254444080144801,F  - 179,25.7456472,-80.2464,9.5,NGVD29,77,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,6.948,N,645,1984-01-23/2026-08-05
254833080152801,G  -1355,25.8095424,-80.2575498,8.00,NGVD29,104,,,,,,NAD83,19680101,03090202,7.061,N,18,1976-03-12/1976-06-01
254707080155801,G -5005,25.7852083,-80.2659917,8,NAVD88,179.5,180,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20191011,03090202,7.358,N,180,2020-04-21/2026-07-27
254824080155301,G  -3964,25.8068972,-80.2648278,7.04,NGVD29,130,189,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20140528,03090202,7.639,N,258,2014-10-09/2026-08-14
254849080154802,G  - 576,25.8139867,-80.2631055,6.44,NGVD29,97.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,7.769,N,315,1975-10-07/1996-09-27
255116080120601,G  -3602,25.8548056,-80.2014444,5.2,NGVD29,160,160,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950913,03090202,7.813,N,375,1996-10-17/2026-07-13
254833080155801,G  -1354,25.8095833,-80.2657222,6.6,NGVD29,104,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,7.824,N,1080,1976-05-04/2026-08-14
254738080161401,G  -1352,25.7942652,-80.270328,8.00,NGVD29,89,,,,,,NAD83,19680101,03090202,7.86,N,39,1977-05-03/1984-05-24
254331080142402,G  -3749,25.7257842,-80.2399968,2.43,NGVD29,,63.2,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,8.123,N,36,1998-02-20/1999-03-03
254331080142403,G  -3750,25.7258064,-80.2400246,2.62,NGVD29,,98.3,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,8.123,N,33,1998-03-03/1999-03-03
254331080142401,G  -3748,25.7257537,-80.239969,2.37,NGVD29,,35.5,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,8.124,N,33,1998-03-03/1999-03-03
254813080161501,G  -1351,25.804,-80.2709167,6.80,NGVD29,103,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,8.13,N,1383,1975-10-07/2026-08-14
254828080161501,G  - 354,25.8084833,-80.2705833,6.33,NGVD29,90.2,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,8.242,N,762,1990-10-25/2020-07-17
254828080161502,"G  - 354R Miami-Dade County, FL",25.808567,-80.270767,5.2,NAVD88,91.0,91.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061405,8.262,N,64,2024-01-29/2026-08-14
254338080144501,G  -  43,25.7276008,-80.2456054,8,NAVD88,12.8,,,,,,NAD83,,03090202,8.308,N,3,1940-10-05/1940-10-05
254842080161502,G  - 355,25.8120423,-80.2706057,4.29,NGVD29,82.9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19440801,03090202,8.378,N,147,1975-10-07/1990-10-15
254903080160901,F  - 237,25.8178755,-80.2689389,4,NAVD88,55.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,8.481,N,30,1975-10-07/1980-10-07
254903080160902,F  - 237A,25.8178755,-80.2689389,4,NAVD88,107,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19750701,03090202,8.481,N,3,1976-05-04/1976-05-04
254457080160301,G  -3229,25.7495556,-80.2675556,6.9,NGVD29,85,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19790801,03090202,8.487,N,963,1993-10-28/2026-07-28
254839080162301,G  -3467,25.811472,-80.272778,4.3,NGVD29,27.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19880115,03090202,8.559,N,559,1989-11-27/2026-07-13
254758080163801,G  - 991,25.7998206,-80.2769948,6.57,NGVD29,107,,,,,,NAD83,19590101,03090202,8.618,N,9,1977-05-03/1978-05-03
254834080162801,G  - 570,25.8098202,-80.2742169,5.77,NGVD29,87,94.1,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19480201,03090202,8.634,N,147,1975-10-07/1996-04-23
254845080162501,F  -   7,25.8128757,-80.2733835,5,NAVD88,54.8,,,,,,NAD83,,03090206,8.67,N,54,1975-10-07/1984-10-16
254326080145201,MIAMI-DADE G-3747,25.7244065,-80.247636,00016.09,NGVD29,98.1,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,8.711,N,42,1998-02-20/1999-03-03
254837080163001,F  -   9,25.8106535,-80.2747725,5,NAVD88,48.8,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,8.716,N,42,1975-10-07/1982-10-18
254823080163701,G  -3327,25.8053611,-80.2767778,6.2,NGVD29,54,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,8.736,N,810,1989-11-27/2026-08-14
254842080164101,F  -  10,25.8120424,-80.2778281,8.57,NGVD29,80.7,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,9.056,N,72,1975-10-07/1995-04-26
254855080125001,F  -   5,25.8156534,-80.2764391,4,NAVD88,53,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19390301,03090206,9.068,N,60,1975-10-07/1985-05-30
254500080162801,G  -3965,25.7500444,-80.2745,9.95,NGVD29,119,136,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20140424,03090202,9.085,N,264,2014-10-27/2026-07-28
254855080163701,G  - 548,25.8155278,-80.2767778,6.4,NGVD29,97.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19470620,03090202,9.094,N,1395,1975-10-07/2026-07-13
254319080150401,G  -  40,25.7223232,-80.2508834,9,NAVD88,20,,,,,,NAD83,,03090202,9.097,N,3,1940-10-09/1940-10-09
254841080164401,G  - 571,25.8118611,-80.2786944,6.00,NGVD29,94.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,9.131,N,1425,1975-10-07/2026-08-14
254840080164501,F  -   6,25.8114868,-80.2789392,5,NAVD88,47.7,,,,,,NAD83,,03090206,9.141,N,42,1975-10-07/1984-10-16
254850080164201,F  -  11,25.8142645,-80.2781059,5,NAVD88,59.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,9.167,N,21,1975-10-07/1978-10-13
254836080165201,G  - 577,25.8103758,-80.2808837,5.94,NGVD29,98.7,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19480101,03090202,9.287,N,132,1975-10-07/1995-10-24
254813080170001,G  -1350,25.8039871,-80.283106,8.00,NGVD29,105,,,,,,NAD83,19680101,03090202,9.314,N,90,1975-10-07/1989-10-16
254900080162401,F  -   3,25.8170422,-80.2789392,4,NAVD88,48.2,,,,,,NAD83,,03090206,9.358,N,18,1975-10-07/1978-05-03
254328080153501,G  -  30,25.7248232,-80.2594947,12,NAVD88,20,,,,,,NAD83,,03090202,9.476,N,6,1940-04-06/1940-10-10
254245080153301,S  - 386,25.7242676,-80.2589391,12,NAVD88,18,,,,,,NAD83,,03090202,9.48,N,3,1940-03-15/1940-03-15
254912080164501,F  -   2,25.8203754,-80.2789392,3,NAVD88,73.4,77,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19390301,03090206,9.505,N,45,1975-10-07/1985-05-14
254912080164502,F  -   2A,25.8203754,-80.2789392,3,NAVD88,90,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19720101,03090202,9.505,N,15,1977-10-04/1984-10-24
254244080153505,S  - 380,25.7239899,-80.2594947,11,NAVD88,20.6,,,,,,NAD83,,03090202,9.541,N,3,1940-03-15/1940-03-15
254325080153501,G  -  32,25.7239899,-80.2594947,11,NAVD88,19,,,,,,NAD83,,03090202,9.541,N,3,1940-10-10/1940-10-10
254337080154901,G  -  44,25.7273231,-80.2633837,10,NAVD88,15.3,,,,,,NAD83,,03090202,9.567,N,3,1940-10-09/1940-10-09
254328080154301,G  -  31,25.7248232,-80.261717,9,NAVD88,19.3,,,,,,NAD83,,03090202,9.635,N,3,1940-10-10/1940-10-10
254324080154201,G  -  33,25.7237121,-80.2614392,9,NAVD88,19.5,,,,,,NAD83,,03090202,9.701,N,3,1940-10-10/1940-10-10
255008080161801,F  - 239,25.835725,-80.271625,8.8,NGVD29,52.8,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,9.724,N,612,1976-05-04/2026-06-04
254317080153801,G  -  46,25.7217677,-80.260328,12,NAVD88,15.9,,,,,,NAD83,,03090202,9.777,N,3,1940-10-09/1940-10-09
254325080155201,G  -  34,25.7239899,-80.264217,6,NAVD88,19.8,,,,,,NAD83,,03090202,9.88,N,3,1940-10-09/1940-10-09
255222080123001,G  -3224,25.8728611,-80.2083611,9.35,NGVD29,95.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19791113,03090202,9.898,N,0,
254834080171601,G  -3466,25.8098611,-80.2876944,8.3,NGVD29,19.50,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19880115,03090202,9.923,N,558,1989-11-27/2026-06-05
255112080151901,G  -3562,25.8539722,-80.2555278,10.0,NGVD29,19,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,9.931,N,588,1995-04-26/2026-06-04
254857080171101,"S  -  68 Miami-Dade County, FL",25.81625,-80.286194,6.2,NGVD29,61.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19230101,03090202,10.003,N,783,1976-05-04/2026-08-06
254536080172601,G  -3570,25.760722,-80.289806,10.3,NGVD29,18.7,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,10.111,N,537,1994-10-11/2026-07-28
254619080173801,F  - 135,25.7723216,-80.293662,6,NAVD88,67.3,,,,,,NAD83,,03090202,10.227,N,6,1976-10-07/1977-05-03
254741080174001,F  - 423,25.7950986,-80.2942175,8,NAVD88,66.5,,,,,,NAD83,,03090206,10.246,N,24,1975-10-07/1979-10-05
254853080172401,S  -   1B,25.8150979,-80.2897728,8,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19280101,03090206,10.297,N,72,1975-10-07/1995-04-26
254913080171601,BW,25.8206532,-80.2875505,4,NAVD88,45.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19400101,03090206,10.308,N,66,1975-10-07/1995-04-25
254910080171801,F  -  12,25.8198199,-80.2881061,3,NAVD88,56.9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,10.324,N,60,1940-04-25/1995-04-25
254853080172701,C  -   1,25.8150979,-80.2906062,5,NAVD88,30.9,,,,,,NAD83,19400101,03090206,10.376,N,24,1975-10-07/1980-10-07
254945080170201,G  -1168,25.8295418,-80.2836615,3,NAVD88,12.5,,,,,,NAD83,,03090206,10.383,N,12,1975-10-07/1977-10-04
254246080153701,G  -  41,25.7131569,-80.2600503,12,NAVD88,13,,,,,,NAD83,,03090202,10.468,N,3,1940-10-09/1940-10-09
254942080171001,G  - 572,25.8287085,-80.2858838,8.05,NGVD29,21.5,,,,,,NAD83,,03090202,10.536,N,51,1975-10-07/1985-05-14
254857080173301,S  -   5B,25.8162089,-80.2922729,5,NAVD88,42,,,,,,NAD83,19400101,03090206,10.574,N,30,1975-10-07/1981-05-12
254848080173701,S  -   8B,25.813709,-80.293384,8,NAVD88,47,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19730724,03090206,10.592,N,66,1975-10-07/1994-05-04
254914080173001,G  - 441A,25.820931,-80.2914395,7.99,NGVD29,42,,,,,,NAD83,,03090202,10.68,N,30,1975-10-07/1980-10-07
254941080171701,G  -3061,25.8284307,-80.2878283,8.40,NGVD29,1105,,120FLRD,Floridan Aquifer System,S400FLORDN,,NAD83,,03090202,10.695,N,9,1980-05-07/1995-05-18
254712080175901,F  - 487,25.7870434,-80.2994954,7,NAVD88,62.8,,,,,,NAD83,,03090206,10.715,N,30,1975-10-07/1981-05-12
254950080171202,G  -1368A,25.8315,-80.2863333,8.8,NGVD29,39,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,10.722,N,762,1976-05-04/2026-06-04
254940080172001,G  -1282,25.8280556,-80.2885,6.3,NGVD29,84,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,10.737,N,1311,1973-04-30/2026-08-14
254940080172002,G  -1283,25.8281529,-80.2886617,6.58,NGVD29,24,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,10.756,N,12,1973-04-30/1978-10-13
254940080172004,G  -3002B,25.8281529,-80.2886617,1.00,NGVD29,22,,,,,,NAD83,19720101,03090202,10.756,N,3,1973-04-30/1973-04-30
254940080172005,G  -3002C,25.8281529,-80.2886617,1.00,NGVD29,32.5,,,,,,NAD83,19720101,03090202,10.756,N,3,1973-04-30/1973-04-30
254940080172006,G  -3002D,25.8281529,-80.2886617,3,NAVD88,15,,,,,,NAD83,19720101,03090202,10.756,N,3,1973-04-30/1973-04-30
254941080172009,G  -3022,25.8284307,-80.2886617,3,NAVD88,16.5,,,,,,NAD83,19720101,03090202,10.77,N,3,1973-04-30/1973-04-30
254853080174201,S  -   6A,25.8150979,-80.294773,4,NAVD88,12,,,,,,NAD83,19400220,03090206,10.772,N,18,1975-10-07/1981-05-12
254958080171002,G  -1167A,25.8331527,-80.2858838,4,NAVD88,43,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,10.773,N,12,1976-10-05/1978-05-03
254912080172701,F  -  13,25.8189866,-80.293384,5,NAVD88,73.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,10.783,N,72,1975-10-07/1995-04-25
254823080175201,G  -3465,25.8066389,-80.2975278,8.2,NGVD29,28.80,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19880115,03090202,10.787,N,600,1989-11-27/2026-06-05
254832080175001,S  -  19,25.8099444,-80.2971389,6.9,NGVD29,95,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19390101,03090202,10.837,N,681,1976-05-04/2026-06-05
255005080170901,G  -1370,25.8350971,-80.285606,7.80,NGVD29,37.6,,,,,,NAD83,19690101,03090202,10.858,N,15,1976-10-05/1981-03-18
254850080174801,F  -  15,25.8142646,-80.2964397,6,NAVD88,73.1,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,10.902,N,60,1940-04-25/1985-05-14
254920080173701,G  - 348,25.8225976,-80.293384,4,NAVD88,8,,,,,,NAD83,,03090206,10.93,N,3,1975-10-07/1975-10-07
254847080175101,S  -   7A,25.8134313,-80.297273,5,NAVD88,42,,,,,,NAD83,19400220,03090206,10.955,N,57,1975-10-07/1985-05-14
254943080172701,S  -  14B,25.8289862,-80.2906061,3,NAVD88,44.5,,,,,,NAD83,19400101,03090206,10.971,N,54,1975-10-07/1984-10-16
254754080180501,F  - 488,25.7987096,-80.3011621,6,NAVD88,62.1,,,,,,NAD83,,03090206,10.985,N,0,
254803080180401,F  - 479,25.8012095,-80.3008843,5,NAVD88,60,,,,,,NAD83,,03090206,11.0,N,0,
254946080172601,G  -3250,25.8296667,-80.2906111,5.7,NGVD29,116,260,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,11.006,N,1152,1994-10-31/2026-08-14
255025080170401,G  -1371,25.8406525,-80.284217,4,NAVD88,48,,,,,,NAD83,19690101,03090206,11.072,N,42,1975-10-07/1982-10-18
254952080171602,S  -  25A,25.8295418,-80.2917173,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19730801,03090206,11.099,N,15,1975-10-07/1978-05-03
255005080172301,G  -1369,25.8350971,-80.289495,6.47,NGVD29,56.3,,,,,,NAD83,19690101,03090202,11.194,N,18,1975-10-07/1978-05-03
254926080174501,G  - 575,25.8242642,-80.2956063,4,NAVD88,22.9,,,,,,NAD83,19480428,03090206,11.207,N,21,1978-05-03/1984-10-16
254752080181501,G  -3329,25.7981389,-80.3037778,6.6,NGVD29,54,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,11.236,N,0,
254335080170501,G  - 432,25.7266389,-80.28425,11.5,NGVD29,99.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19460323,03090202,11.249,N,1083,1982-02-23/2019-03-07
255006080172501,G  -1280,25.8353749,-80.2900506,6.94,NGVD29,54,,,,,,NAD83,,03090202,11.258,N,18,1976-05-04/1985-05-14
255006080172502,G  -1281,25.8353749,-80.2900506,6.98,NGVD29,13.6,,,,,,NAD83,,03090202,11.258,N,21,1976-05-04/1985-05-14
254914080175301,G  -1372,25.820931,-80.2978286,6.63,NGVD29,41.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19690101,03090202,11.276,N,72,1975-10-07/1995-04-25
254857080180001,F  - 411,25.816209,-80.2997731,3,NAVD88,56.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,11.286,N,69,1975-10-07/1995-04-25
254937080174801,S  -  20B,25.8273197,-80.2964396,3,NAVD88,42,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,11.42,N,27,1976-05-04/1981-05-12
254843080180901,F  - 410,25.8150979,-80.3022732,3,NAVD88,61,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,11.488,N,0,
255315080111501,F  - 279,25.888275,-80.1874056,7.5,NGVD29,117,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,11.495,N,0,
254843080181501,F  - 398,25.8123202,-80.3039399,4,NAVD88,48.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,11.563,N,0,
255012080173902,F  - 440A,25.8370415,-80.2939395,5,NAVD88,45.2,,,,,,NAD83,,03090206,11.687,N,3,1976-10-05/1976-10-05
255526080143002,S  -  18B,25.8295418,-80.2986619,3,NAVD88,45,,,,,,NAD83,19730725,03090206,11.725,N,42,1975-10-07/1984-10-16
254937080180301,S  -  22A,25.8273197,-80.3006064,3,NAVD88,9.3,,,,,,NAD83,19490523,03090206,11.801,N,0,
254341080174001,G  -3606,25.72825,-80.2929167,13.4,NGVD29,120,120,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950624,03090202,11.872,N,531,1996-10-17/2026-07-28
254945080180302,S  -  19A,25.8295418,-80.3006064,3,NAVD88,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,11.901,N,0,
254454080182201,F  - 474,25.7487114,-80.3058846,5,NAVD88,48,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,12.05,N,0,
254950080180801,G  -   3,25.8308333,-80.3018889,6.2,NGVD29,9.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19400201,03090202,12.078,N,0,
254151080155802,G  - 254A,25.6978797,-80.2658839,14,NAVD88,16,,,,,,NAD83,,03090206,12.16,N,0,
254940080181802,G  - 440A,25.828153,-80.3047732,3,NAVD88,10.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19611101,03090206,12.221,N,0,
254953080181801,S  -   9A,25.831764,-80.3047732,3,NAVD88,45.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,12.384,N,0,
255350080105801,G  - 894,25.8976944,-80.1825556,8.70,NGVD29,76,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19590101,03090202,12.571,N,0,
255011080181601,G  -1373,25.8367638,-80.3042176,4,NAVD88,39.5,,,,,,NAD83,19690101,03090206,12.577,N,0,
255357080114201,G  - 430,25.899539,-80.1947696,4,NAVD88,97.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19460301,03090206,12.738,N,0,
255358080114102,G  -3601I,25.900175,-80.194775,6.62,NGVD29,105,151,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20151112,03090202,12.809,N,0,
255358080114103,G  -3601S,25.9001889,-80.1947944,6.83,NGVD29,75,80,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20160926,03090202,12.81,N,0,
255358080114101,G  -3601D,25.9001972,-80.1948278,7.15,NGVD29,190.0,190.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950912,03090202,12.811,N,0,
254958080183501,G  -3019,25.8331528,-80.3094955,3,NAVD88,46.6,,,,,,NAD83,,03090206,12.878,N,0,
254201080173001,G  - 901,25.7008333,-80.2817778,6.28,NAVD88,96,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,12.944,N,1152,1975-10-06/2023-09-12
254217080171801,F  - 319,25.705139,-80.287806,12.5,NGVD29,20.0,20.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,13.037,N,969,1940-01-11/2026-06-30
254958080184201,G  -3020,25.8331528,-80.31144,4,NAVD88,43.9,,,,,,NAD83,,03090206,13.055,N,0,
254238080174001,G  - 581A,25.7109349,-80.2942179,8,NAVD88,100,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,13.1,N,39,1977-10-03/1983-05-16
254143080164501,G  -1015,25.6956576,-80.2789399,8.40,NGVD29,10.8,,,,,,NAD83,19590101,03090202,13.178,N,0,
255415080114401,G -5006D,25.9041528,-80.1955389,5.99,NAVD88,205,205,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20190911,03090202,13.253,N,0,
255415080114402,G -5006S,25.9041528,-80.1955389,5.99,NAVD88,75,205,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20190911,03090202,13.253,N,0,
254123080163802,G  - 176A,25.6901022,-80.2769954,5,NAVD88,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090206,13.527,N,0,
254250080181001,F  - 473,25.7142682,-80.3025514,12.81,NGVD29,48,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,13.54,N,0,
254156080172101,G  -3607,25.6993056,-80.2893611,9.0,NGVD29,120,120,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950623,03090202,13.598,N,0,
